CAR1038,Koenigsegg Agera,940,1025,1000,1070,880,990,1130,1040,615,770,655,675,7250,35,30,255,335,20,20,2.9,0,3.13,2.1,1.52,1.17,0.94,0.78,0.68,0,0.9,0,3.558
CAR1052,Lamborghini Estoque,722,910,870,960,780,930,1050,950,518,700,620,630,8500,30,30,335,335,18,18,3.1,0,2.94,2.056,1.475,1.179,1,0.89,0.77,0.5,0.5,0,4.14
959,Porsche 959,640,910,860,970,743,920,1070,950,540,695,595,605,7500,45,40,235,275,17,17,3.2,0,3.5,1.95,1.41,1.12,0.95,0.8,0,0.5,0.5,0,3.66
991S,Porsche 911 Carrera S (991),640,910,860,970,719,920,1070,950,534,689,589,599,7800,35,30,245,295,20,20,2.9,0,3.82,2.26,1.64,1.29,1.07,0.89,0.75,0,0.75,0,4.325
911RSR74,Porsche 911 Carrera RSR 3.0,544,705,680,730,576,840,915,890,570,825,775,750,8000,48,42,230,260,15,15,2.8,0,3.18,1.83,1.26,0.925,0.724,0,0,0,0.75,0,4.36
997GT2,Porsche 911 GT2 (997),716,950,900,1010,804,940,1090,970,521,685,585,595,6800,35,30,235,325,19,19,3.6,0,2.94,2.056,1.475,1.2,0.95,0.85,0,0,0.75,0,3.1
997TT,Porsche 911 Turbo (997),640,910,860,970,730,930,1080,960,520,685,585,595,6750,35,30,235,305,19,19,2.9,0,3.31,1.95,1.41,1.13,0.97,0.82,0,0.5,0.5,0,3.235
911GT3RS,Porsche 911 GT3 RS (997.2),640,910,860,970,739,920,1070,950,550,710,610,620,8500,35,30,245,325,19,19,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0,0,0.75,0,3.8
911GT2,Porsche 911 GT2 (996),676,934,884,994,754,930,1080,960,521,695,595,605,6800,40,30,235,315,18,18,3.6,0,2.94,2.056,1.475,1.2,0.95,0.85,0,0,0.75,0,3.05
BMWM3GTS,BMW M3 GTS (E92),620,910,860,970,770,890,1048,930,539,720,612,620,8500,35,30,255,285,19,19,3.1,0,4.78,3.056,2.153,1.678,1.39,1.203,1,0,0.75,0,3.43
BMWM3E92,BMW M3 Coupé (E92),576,880,835,925,690,870,1010,910,467,690,595,605,8400,40,40,245,265,18,18,3.2,0,4.055,2.396,1.582,1.192,1,0.872,0,0,0.75,0,4.125
BMWM3GTR,BMW M3 GTR (E46),580,820,780,860,550,900,1000,960,376,680,620,580,8500,40,35,225,255,18,18,3.2,0,4.23,2.53,1.67,1.23,1,0.83,0,0,0.75,0,4.15
BMWM6,BMW M6 Coupé (E63),668,906,856,966,750,904,1070,944,502,706,590,606,8250,40,35,255,285,19,19,2.9,0,3.985,2.652,1.806,1.392,1.159,1,0.833,0,0.7,0,4.01
BMWM6CONV,BMW M6 Convertible (E64),636,909,859,969,750,904,1070,944,502,706,590,606,8250,40,35,255,285,19,19,2.9,0,3.985,2.652,1.806,1.392,1.159,1,0.833,0,0.7,0,4.113
BMWZ4GT3,BMW Z4 GT3 (E89),621,789,796,825,787,927,938,916,635,885,851,866,8500,30,30,335,335,18,18,3.1,0,2.94,2.056,1.475,1.179,1.03,0.875,0,0.5,0.5,0.5,3.9
BENTLEYGTCONV,Bentley Continental Supersports Convertible,700,946,841,1017,700,940,1188,994,376,658,515,533,7000,35,35,275,275,20,20,2.9,0,4.171,2.34,1.521,1.143,0.867,0.691,0,0.5,0.5,0,4.11
ALFAROMEO8C,Alfa Romeo 8C Competizione,550,880,800,950,720,890,1050,920,470,660,580,600,7500,35,35,245,285,20,20,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0,0,0,0,3.72
BMW135I08,BMW 135i Coupé (E82),400,870,820,900,620,810,930,840,437,640,570,580,7000,40,35,215,245,18,18,3.79,0,4.06,2.4,1.58,1.19,1,0.87,0,0,0.7,0,3.81
BMWM1PROCAR,BMW M1 Procar (E29),640,790,750,810,750,870,940,890,690,880,850,840,9000,30,30,335,335,18,18,3.1,0,3.483,2.015,1.391,1.12,0.93,0,0,0,0.75,0,3.865
CONSS10,Bentley Continental Supersports Coupé,700,946,841,1017,700,940,1188,994,376,658,515,533,7000,35,35,275,275,20,20,2.9,0,4.171,2.34,1.521,1.143,0.867,0.691,0,0.5,0.5,0,4.11
COUNTACH,Lamborghini Countach 5000 Quattrovalvole,580,850,820,900,690,910,1020,930,426,654,574,584,7300,50,35,225,345,15,15,2.8,0,3.483,2.015,1.391,1.12,0.93,0,0,0,0.75,0,3.115
IS300,Lexus IS 300 (XE10),325,766,740,810,430,733,866,778,354,590,483,501,6700,45,45,215,215,17,17,2.8,0,3.82,2.26,1.64,1.18,1,0.83,0,0,0.65,0,4.125
LANCEREVO9,Mitsubishi Lancer Evolution IX MR (CT9A),412,725,675,775,402,790,890,840,296,635,585,535,7000,45,45,235,235,17,17,2.707,0,2.909,1.944,1.434,1.1,0.868,0.693,0,0.5,0.5,0,4.83
LANCEREVO8,Mitsubishi Lancer Evolution VIII (CT9A),308,625,575,675,400,775,875,825,296,625,575,525,7000,45,45,235,235,17,17,3.416,0,2.785,1.95,1.444,1.096,0.825,0,0,0.5,0.5,0,4.525
ISF,Lexus IS F (XE20),504,860,810,900,595,845,980,865,435,605,520,545,6800,40,40,215,215,19,19,3,0,3.5,2.25,1.62,1.26,1.025,0.85,0.72,0,0.7,0,4.31
IS350,Lexus IS 350 (XE20),320,766,734,800,480,740,872,786,350,590,490,510,6600,45,45,245,245,17,17,3,0,3.82,2.26,1.64,1.18,1,0.83,0,0,0.65,0,4.275
LANCEREVOX,Mitsubishi Lancer Evolution X (CZ4A),359,755,735,785,440,760,840,780,363,581,521,541,7000,40,40,245,245,18,18,2.8,0,3.32,1.902,1.308,1,0.75,0,0,0.5,0.5,0,4.78
MEGANERS10,Renault Mégane R.S. 250,380,750,700,800,256,743,843,793,238,525,475,425,6500,40,40,225,225,18,18,3.6,0,3.077,1.947,1.387,1.026,0.816,0.674,0,0,0.65,0,4.715
MR2,Toyota MR2 Turbo (SW20),368,750,645,821,401,715,963,769,317,656,513,531,7200,55,55,195,195,15,15,3,0,3.82,2.26,1.64,1.18,1,0,0,0,0.7,0,3.33
MAZDASPEED3,Mazda Mazdaspeed3 (BK),408,700,663,735,262,743,815,780,244,500,465,428,6500,45,45,215,215,18,18,2.8,0,3.538,2.238,1.535,1.171,0.922,0.725,0,0.8,0,0,4.35
IMPREZAWRXSTI,Subaru Impreza WRX STI (GDB-F),420,665,615,715,410,790,890,840,332,682,632,582,7000,45,45,225,225,17,17,3,0,3.636,2.15,1.525,1.175,0.96,0.8,0,0.5,0.5,0,4.1
IMPREZAWRXSTI,Subaru Impreza WRX STI (RP GDB-F),360,605,555,655,402,765,865,815,400,767,717,667,7000,45,45,225,225,17,17,3,0,3.636,2.15,1.525,1.175,0.96,0.8,0,0.5,0.5,0,4.1
ECLIPSEGT,Mitsubishi Eclipse GT (4G),384,680,643,715,241,763,835,800,208,470,435,398,6500,50,50,225,225,17,17,2.8,0,3.214,2.238,1.535,1.171,0.956,0.696,0,0.8,0,0,4.695
ECLIPSEELITE,Mitsubishi Eclipse GS-T (2G) (E),280,690,585,761,367,700,948,754,388,717,574,592,6500,34,34,225,225,20,20,3,0,3.09,1.833,1.217,0.888,0.741,0,0,0.7,0,0,4.96
DELTA,Lancia Delta HF Integrale Evoluzione II,280,690,585,761,350,728,976,782,306,711,568,586,6500,45,45,205,205,16,16,3.256,0,3.5,2.176,1.524,1.156,0.917,0,0,0.5,0.5,0.5,3.58
GTIMK1,Volkswagen Golf GTI (Mk1),118,485,460,510,94,725,775,750,240,663,638,613,6500,70,70,175,175,13,13,3.17,0,3.45,1.94,1.37,0.97,0,0,0,0.7,0,0,3.98
IMPREZASTI09,Subaru Impreza WRX STI (GRF-B),400,700,650,750,410,800,900,850,295,600,550,500,7000,40,40,245,245,18,18,3,0,3.636,2.15,1.525,1.175,0.96,0.8,0,0.5,0.5,0,4.3
FOCUSRS10,Ford Focus RS (Gen.2),384,690,655,725,454,850,920,885,260,553,518,483,7000,35,35,235,235,19,19,3,0,3.385,2.05,1.433,1.088,0.868,0.7,0,0.8,0,0,4.95
G35,Infiniti G35 Coupé (V35),400,766,740,810,472,740,862,780,335,607,511,523,6500,50,50,235,235,17,17,3,0,3.82,2.26,1.64,1.18,1,0.83,0,0,0.65,0,3.93
SOLSTICEGXP,Pontiac Solstice GXP,412,740,690,790,367,800,900,850,310,615,565,515,6350,45,45,245,245,18,18,3.03,0,3.42,2.22,1.6,1.2,0.93,0,0,0,0.65,0,3.44
SUPRA,Toyota Supra Turbo JZA80 (S1),448,700,670,730,389,845,905,875,262,525,495,465,6800,45,40,235,255,17,17,3.28,0,3.827,2.36,1.685,1.312,1,0.793,0,0,0.8,0,3.912
URQUATTRO,Audi quattro 20 V,320,730,625,801,364,750,998,804,328,701,558,576,7000,50,50,215,215,15,15,3.256,0,3.6,2.125,1.36,0.967,0.778,0,0,0.5,0.5,0.5,4.385
TTRS10,Audi TT RS (8J),512,750,725,775,598,825,875,850,295,575,550,525,7000,40,40,245,245,18,18,3,0,3.57,2.16,1.89,1.43,1.16,0.97,0,0.5,0.5,0,3.19
RX7,Mazda RX-7 (FD3S) (Series 6),408,720,685,755,364,810,880,845,320,535,500,465,7000,50,50,225,225,16,16,2.8,0,3.483,2.015,1.391,1,0.806,0,0,0,0.75,0,4.095
RX7RZ,Mazda RX-7 Type RZ (FD3S) (Series 8),424,720,685,755,412,835,905,870,373,557,522,487,7000,40,40,235,255,17,17,2.8,0,3.483,2.015,1.391,1,0.762,0,0,0,0.75,0,4.295
SCIONTC,Scion tC (AT10),220,610,505,681,205,671,909,715,231,621,478,496,6250,45,45,205,205,17,17,2.8,0,3.54,2.05,1.33,0.97,0.78,0,0,0.7,0,0,4.53
RX8,Mazda RX-8 (SE3P),376,645,595,695,346,833,933,883,325,625,575,525,9000,45,45,225,225,18,18,3.564,0,3.76,2.269,1.539,1.187,1,0.843,0,0,0.6,0,5.43
RX82009,Mazda RX-8 (R3),354,645,595,695,324,833,933,883,316,630,580,530,9000,40,40,225,225,19,19,3.603,0,3.815,2.26,1.536,1.177,1,0.787,0,0,0.6,0,5.915
MX508,Mazda MX-5 (NC),284,610,560,660,165,750,850,800,300,605,555,505,7000,50,50,205,205,16,16,3.603,0,3.709,2.19,1.536,1.177,1,0.832,0,0,0.5,0,4.38
PANAMERA10,Porsche Panamera Turbo (970),612,860,820,910,697,900,1030,930,400,609,519,529,6700,45,40,255,285,19,19,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0.75,0,0.7,0,3.945
R32,Volkswagen Golf R32 (Mk5),400,700,675,725,262,725,775,750,220,525,500,475,7000,40,40,225,225,18,18,2.66,0,3.36,2.09,1.47,1.1,0.88,0.75,0,0.5,0.5,0,4.475
SCIROCCO,Volkswagen Scirocco TSI (A5),340,667,617,717,222,700,800,750,232,545,495,445,6400,45,45,225,225,17,17,2.66,0,3.36,2.09,1.47,1.1,0.88,0.75,0,0.75,0,0,4.33
SKYLINER32,Nissan Skyline GT-R (R32),380,704,599,775,420,690,938,744,398,723,580,598,8000,50,50,225,225,16,16,2.625,0,3.214,1.925,1.302,1,0.752,0,0,0.85,0.85,0,5.16
SKYLINER35,Nissan GT-R (R35),652,879,829,939,704,945,1093,975,408,685,587,595,7000,40,35,255,285,20,20,2.625,0,3.75,2.36,1.685,1.312,1.07,0.85,0,0.85,0.85,0,3.503
SILVIAS15,Nissan Silvia (S15),464,685,660,710,370,850,900,875,365,615,590,565,7000,55,55,205,205,16,16,2.8,0,3.626,2.2,1.541,1.213,1,0.767,0,0,0.65,0,4.08
SKYLINE,Nissan Skyline GT-R V-Spec (R34),408,764,659,835,520,768,1016,822,377,624,481,499,8000,40,40,285,335,18,18,2.625,0,3.75,2.36,1.685,1.312,1.07,0.85,0,0.85,0.85,0,4.81
SKYLINER35V,Nissan GT-R SpecV (R35),648,879,829,939,795,975,1123,1005,492,685,587,595,7000,40,35,255,285,20,20,2.625,0,3.75,2.36,1.685,1.312,1.07,0.85,0,0.85,0.85,0,3.513
CAR1022,Ford Escort RS1600 Group 2 FIA (Mk1),82,619,590,647,207,640,688,650,263,660,600,613,6500,70,70,225,225,13,13,3.256,0,3.608,2.082,1.363,1,0,0,0,0,0.7,0,4.33
CAR1026,Mazda RX-7 (FC3S),359,749,726,800,405,777,820,799,308,550,510,480,7000,40,40,235,265,17,17,2.5,0,3.2,1.8,1.275,1,0.815,0.695,0,0.85,0.5,0.75,5.03
CAR1032,Chevrolet Cobalt SS,348,664,624,704,232,720,800,760,260,570,530,490,6100,45,45,215,215,18,18,3,0,3.38,1.76,1.18,0.89,0.7,0,0,0.65,0,0,4.5
CAR1012,Mitsubishi Eclipse GS-T (2G),392,748,643,819,330,720,968,774,313,640,497,515,6500,55,55,205,205,16,16,3,0,3.09,1.833,1.217,0.888,0.741,0,0,0.7,0,0,4.21
CAR1010,Nissan Skyline GT-R Nismo Z-tune (R34),640,910,860,970,820,960,1108,990,460,674,576,584,8000,35,35,265,265,18,18,2.625,0,3.75,2.36,1.685,1.312,1.07,0.85,0,0.85,0.85,0,3.67
CAR1056,Ford Lotus Cortina (Mk1),65,550,545,570,190,654,680,660,265,720,670,680,6300,80,80,225,225,13,13,3.256,0,3.608,2.082,1.363,1,0,0,0,0,0.7,0,4.69
CAR1040,Porsche 914-6 GT,400,640,620,710,437,740,870,750,362,690,580,610,8000,38,38,225,225,15,15,3.256,0,3.608,2.082,1.363,1,0.829,0,0,0,0.7,0,4.17
CAR1046,Ford Capri RS3100 GR.4,528,760,711,805,680,863,1006,903,590,838,744,753,8000,36,31,304,381,16,16,3.256,0,3.608,2.082,1.363,1,0.829,0,0,0,0.7,0,4.14
CAR1050,Audi A3 3.2 quattro (8P),392,690,653,725,251,738,810,775,270,515,480,443,6800,45,45,225,225,17,17,3,0,3.357,2.087,1.469,1.088,0.856,0.705,0,0.5,0.5,0,4.645
240SX,Nissan 240SX (S13),288,650,625,675,170,725,775,750,280,575,550,525,6100,60,60,195,195,15,15,2.8,0,3.321,1.902,1.308,1,0.759,0,0,0,0.55,0,4.19
240ZG71,Nissan Fairlady 240ZG (S30),196,510,485,535,190,725,775,750,280,675,650,625,6100,80,80,165,165,14,14,2.8,0,2.957,1.858,1.311,1,0.852,0,0,0,0.5,0,4.19
2000GTR72,Nissan Skyline 2000GT-R (C10),172,600,575,625,150,698,748,723,250,575,550,525,7500,80,80,165,165,14,14,2.922,0,2.957,1.858,1.311,1,0.852,0,0,0,0.5,0,5.32
200SX,Nissan 200SX (S14),372,700,675,725,320,775,825,800,300,602,577,552,7000,55,55,205,205,16,16,2.8,0,3.321,1.902,1.308,1,0.838,0,0,0,0.6,0,4.085
370ZROADSTER,Nissan 370Z Roadster Touring W/Sport Pkg.,400,740,715,765,412,825,875,850,310,550,525,500,7500,50,45,225,245,18,18,3,0,3.794,2.324,1.624,1.271,1,0.794,0,0,0.75,0,4.82
350Z,Nissan 350Z (Z33),400,748,723,773,380,820,870,845,278,530,505,480,6600,45,45,225,245,18,18,3.446,0,3.794,2.324,1.624,1.271,1,0.794,0,0,0.75,0,4.24
370Z,Nissan 370Z (Z34),400,740,715,765,427,829,879,854,326,550,525,500,7500,50,45,225,245,18,18,3,0,3.794,2.324,1.624,1.271,1,0.794,0,0,0.75,0,4.82
BOXSTERSPYDER,Porsche Boxster Spyder (987),468,825,785,875,580,840,970,870,440,725,635,645,7500,35,35,235,265,19,19,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0,0,0.7,0,3.835
BMWM3E30,BMW M3 Sport Evolution (E30),392,740,691,785,340,770,913,810,318,640,546,555,7500,45,45,225,225,16,16,3.256,0,3.72,2.4,1.766,1.263,1,0,0,0,0.7,0,3.46
BMW1M,BMW 1 Series M Coupé (E82),400,870,820,900,652,852,972,882,474,710,640,650,7000,45,35,235,265,19,19,2.9,0,3.82,2.26,1.64,1.29,1.06,0.88,0,0,0.7,0,4.0
BMW3CSL,BMW 3.0 CSL Gr. 5 (E9),600,800,751,845,600,850,993,890,560,800,706,715,7500,36,31,300,350,16,16,3.256,0,3.608,2.082,1.363,1,0.829,0,0,0,0.7,0,3.54
CLIOV6,Renault Clio V6,368,700,650,750,344,820,920,870,315,582,532,482,7200,40,40,205,245,18,18,3,0,3.08,1.91,1.39,1.1,0.9,0.76,0,0,0.65,0,4.81
COROLLA,Toyota Corolla GT-S (AE86),160,530,425,601,80,585,833,639,252,721,578,596,7500,60,60,185,185,14,14,2.8,0,3.483,1.85,1.3,1.05,0.825,0,0,0,0.5,0,5.2
COSWORTH,Ford Escort RS Cosworth (Mk5),340,687,675,693,367,680,650,670,371,603,621,602,6500,45,45,245,265,16,16,3.256,0,3.608,2.082,1.45,1.07,0.829,0,0,0.5,0.5,0,3.85
MUSTANGBOSS12,Ford Mustang Boss 302 (Gen.5),396,806,756,871,636,885,1055,925,383,732,612,627,7500,40,35,255,285,19,19,2.7,0,3.66,2.1,1.4,1.125,0.9,0.7,0,0,0.7,0,5.525
MUSTANGBOSS69,Ford Mustang Boss 302 (Gen.1),256,670,620,720,270,750,850,800,212,530,480,430,6300,60,60,234,234,15,15,2.78,0,2.78,1.93,1.36,1,0,0,0,0,0.45,0,3.665
ELCAMINO,Chevrolet El Camino SS 454 (Gen.3),316,710,660,760,440,830,930,880,126,415,365,315,6100,75,75,215,215,15,15,2.8,0,2.2,1.64,1.28,1,0,0,0,0,0.45,0,3.525
DAYTONACOUPE,Shelby Cobra \"Daytona\" Coupé ®,624,885,835,935,550,880,980,930,325,575,525,475,7500,45,50,255,285,18,18,2.8,0,2.32,1.69,1.29,1,0,0,0,0,0.45,0,3.422
CUDA,Plymouth HEMI® 'Cuda (Gen.3),248,737,679,789,420,800,920,860,176,410,350,300,6000,60,60,195,205,15,15,2.8,0,2.44,1.77,1.34,1,0,0,0,0,0.45,0,3.295
CTSV,Cadillac CTS-V (Gen.2),612,880,840,920,570,900,980,940,250,550,510,470,6200,40,35,255,285,19,19,2.8,0,4.027,2.364,1.522,1.152,0.852,0.667,0,0,0.75,0,3.94
GTO65,Pontiac GTO 389 (Gen.1),204,461,423,619,299,738,835,787,143,420,321,311,5700,80,80,197,197,14,14,3.16,0,2.56,1.91,1.48,1,0,0,0,0,0.45,0,3.55
FIREBIRD78,Pontiac Firebird Formula (Gen.2),147,550,525,575,130,735,785,760,160,440,415,390,5000,70,70,195,205,15,15,2.8,0,2.85,2.02,1.35,1,0,0,0,0,0.45,0,3.3
TERLINGUA,Ford Shelby Terlingua Mustang (S-197 I),496,836,731,907,300,846,1088,894,296,678,541,559,6000,35,35,255,255,20,20,2.7,0,3.38,2,1.32,0.96,0.8,0,0,0,0.7,0,3.53
VIPERSRT,Dodge Viper SRT-10 (ZB II),615,992,957,999,725,997,925,991,267,493,444,458,6250,35,30,275,345,18,19,2.7,0,3,1.85,1.3,1,0.8,0.65,0,0,0.45,0,4.075
Z06CARBON,Chevrolet Corvette Z06 Carbon Limited Edition (C6),672,910,805,981,730,890,1138,944,515,717,574,592,7000,30,25,285,335,19,20,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0.75,0,3.415
VIPERELITE,Dodge Viper SRT-10 ACR (ZB-II) (E),704,965,910,1010,840,945,1110,990,556,710,600,620,6250,31,22,295,375,20,21,2.7,0,3,1.85,1.3,1,0.8,0.65,0,0,0.7,0,3.88
ZL1WORLD100,Chevrolet Camaro ZL1 (E),800,1075,1075,1075,1050,1215,1215,1215,399,456,456,456,6200,50,50,225,225,16,16,2.625,0,4.5,2.2,1.423,1.138,0.95,0.815,0,0,0.75,0,2.584
RTRX69,Ford Mustang RTR-X,536,866,761,937,623,860,1108,914,460,708,565,583,8000,40,40,255,295,18,18,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0,0,0.7,0,3.995
ROADRUNNER,Plymouth Road Runner 383 (Gen.1),240,717,659,769,398,780,900,840,206,450,390,340,5700,70,70,195,205,14,14,2.8,0,2.66,1.91,1.39,1,0,0,0,0,0.75,0,3.23
SHLBYSNAKE12,Ford Shelby GT500 Super Snake (S-197 II),720,970,920,1035,850,940,1135,980,450,640,495,535,6500,40,30,255,285,20,20,2.7,0,3.66,2.1,1.4,1.125,0.9,0.7,0,0,0.7,0,3.595
CROWNCOP,Ford Crown Victoria Police Interceptor,300,720,670,785,350,760,930,800,230,500,380,395,5700,60,60,225,225,17,17,2.8,0,2.84,1.55,1,0.7,0,0,0,0,0.5,0,4.78
CAR1024,Speed Rabbit SUV,520,865,815,915,530,900,1000,950,149,425,375,325,6000,60,60,245,245,13,13,3.07,0,2.66,1.78,1.3,1,0.8,0.65,0,0.5,0.5,0,3.875
CAR1020,Ford F-150 SVT Raptor (Gen.12),100,708,653,749,315,730,928,814,110,414,271,289,6000,70,70,315,315,17,17,2.9,0,3.31,1.95,1.41,1.13,0.97,0.82,0,0.5,0.5,0,6.5
CAR1028,Hummer H1 Alpha (S),45,650,545,721,206,623,871,677,50,346,203,221,3250,82,82,317,317,17,17,2.8,0,3.483,2.015,1.391,1.12,0.93,0,0,0.5,0.5,0,3.79
CAMARO,Chevrolet Camaro 396 SS,302,500,500,600,330,775,897,825,109,460,356,310,6100,70,70,211,211,14,14,2.27,0,2.2,1.64,1.28,1,0,0,0,0,0.45,0,3.31
CAMAROZL1,Chevrolet Camaro ZL1 (Gen.5),560,850,800,915,750,920,1090,960,427,620,500,515,6200,35,35,285,305,20,20,2.625,0,2.66,1.78,1.3,1,0.8,0.63,0,0,0.75,0,4.605
CAR1066,Jeep Grand Cherokee SRT8 (WK2),432,775,725,840,578,835,1005,875,224,500,380,395,6400,45,45,295,295,20,20,3.256,0,3.608,2.082,1.363,1,0.829,0,0,0.5,0.5,0,4.357
CAR1044,Ford Police Interceptor (Concept),256,650,600,715,460,800,970,840,275,550,430,445,6500,45,45,255,255,19,19,2.625,0,4.484,2.872,1.842,1.414,1,0.742,0,0,0.75,0,5.49
CAR1036,Vauxhall Monaro VXR (V2),640,860,890,914,671,931,958,945,453,584,571,572,6000,50,50,245,265,16,16,2.625,0,4.5,2.2,1.4231,1.1381,0.951,0.8151,0,0,0.75,0,2.94
CAR1054,Hummer H1 Alpha,45,650,545,721,206,623,871,677,50,346,203,221,3250,82,82,317,317,17,17,2.8,0,3.483,2.015,1.391,1.12,0.93,0,0,0.5,0.5,0,3.79
CAR1048,Shelby Cobra 427 S/C,398,655,619,690,668,1024,1095,1060,425,705,670,634,6500,60,60,205,205,15,15,2.625,0,2.2,1.66,1.31,1,0,0,0,0,0.45,0,3.08
300C,Chrysler HEMI® 300C SRT-8 (Gen.1),508,785,760,810,512,885,935,910,204,465,440,415,6200,40,40,245,255,20,20,3.17,0,3.588,2.186,1.405,1,0.831,0,0,0,0.5,0,3.61
BATTLEFIELD2,Battlefield Heroes SUV (MG),520,865,815,915,530,900,1000,950,149,425,375,325,6200,50,50,225,225,16,16,3.2,0,4.7,2.6,1.7,1.2,0.951,0.8151,0,0,0.75,0,3.55
BATTLEFIELD1,Battlefield Heroes SUV (RL),520,865,815,915,530,900,1000,950,149,425,375,325,6200,50,50,225,225,16,16,3.2,0,4.7,2.6,1.7,1.2,0.951,0.8151,0,0,0.75,0,3.55
CHARGER69,Dodge Charger R/T (Gen.2),346,782,720,871,250,830,923,894,140,410,350,341,6125,60,60,245,245,15,15,2.6,0,3.75,2,1.25,0.9,0.72,0,0,0,0.45,0,4.7
CHEVELLE,Chevrolet Chevelle SS 454,136,580,640,700,422,868,958,928,146,440,290,260,6100,70,70,222,222,14,14,2.6,0,2.2,1.64,1.28,1,0,0,0,0,0.45,0,4.16
CORVETTEZR1,Chevrolet Corvette ZR1 (C6),720,935,830,1006,770,905,1153,959,505,710,567,585,6600,30,25,285,335,19,20,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0.75,0,3.1
CORVETTE67,Chevrolet Corvette Stingray (C2),382,675,625,822,480,750,900,775,232,527,434,350,6300,80,80,197,197,15,15,2.26,0,2.2,1.64,1.31,1,0,0,0,0,0.45,0,3.36
CORVETTEZ06,Chevrolet Corvette Z06 (C6),672,910,805,981,737,880,1128,934,508,712,569,587,7000,35,30,275,325,18,19,2.7,0,3.06,1.83,1.29,1.05,0.86,0.73,0,0,0.75,0,3.845
CHARGER07BEE,Dodge Charger SRT8 Super Bee (LX),520,800,760,840,450,840,920,880,220,430,390,350,6400,45,45,245,245,20,20,3.167,0,3.588,2.186,1.405,1,0.831,0,0,0,0.5,0,4.0
CHALLENGER71,Dodge Challenger R/T 426 HEMI (Gen.1),204,620,585,661,300,845,921,880,155,401,360,325,6300,70,70,211,211,14,14,2.6,0,2.44,1.77,1.34,1,0,0,0,0,0.45,0,3.84
CHALLENGER71,Dodge Challenger R/T 426 HEMI (RP Gen.1),204,620,585,661,275,820,896,855,180,426,385,350,6300,70,70,211,211,14,14,2.6,0,2.44,1.77,1.34,1,0,0,0,0,0.45,0,3.84
CHALLENGERN,Dodge Challenger Concept,520,810,760,875,628,880,1050,920,270,520,400,415,6400,40,45,255,265,20,21,2.8,0,3.453,1.95,1.341,1,0.81,0.69,0,0,0.75,0,4.814
